Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C10, C11, C13, C5, C6, C7",0603,7,0.1uF,
"C14, C2",CP_EIA-3216-18_Kemet-A,2,10uF/10v,
"C8, C9",0603,2,12pF,
Q1,Crystal_HC49-U_Vertical,1,33.8688,
R1,0603,1,3.3K,
"R2, R3",0603,2,1K,
U1,80-QFP,1,YMF278B-F,
U2,DIL20,1,GAL16V8D,
U3,SOP50P2000X120-48N,1,AM29F016B-120EC,
U4,SOP50P2000X120-48N,1,CY62167ELL,
U5,UDA1334MOD,1,UDA1334MOD,
