Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C10, C11, C13, C3, C4, C6, C7",0603,8,0.1uF,
"C14, C2",CP_EIA-3216-18_Kemet-A,2,10uF/10v,
"C8, C9",0603,2,12pF,
IC1,DIL20,1,GAL16V8D,
"IC2, IC3",SOP32L,2,KM684000ALG,
IC5,80-QFP,1,YMF278B-F,
IC6,SOP50P2000X120-48N,1,AM29F016B-120EC,
Q1,Crystal_HC49-U_Vertical,1,33.8688,
R1,0603,1,3.3K,
R3,0603,1,1K,
U2,UDA1334MOD,1,UDA1334MOD,
